Word,Definition,Context
furtively,,"He finds ways to furtively inflict his musical tastes on his coworkers (Mahler, mainly, with performances by von Karajan) and in the early days, as in a ritual, the conversations used to start and end with Karl Popper and central (Black Swan) asymmetries in the scientific method. "
obstinate,,"I must reveal that while I am far more diplomatic and less obstinate in person than I am in print, he is the exact reverse, though he hides it remarkably well to outsiders, say journalists and other suckers. "
ergodicity,,"You remove these assumptions and you have no case for portfolio construction (not counting other, vastly more severe flaws, such as ergodicity, discussed in this book). "
spurious,,"Investment risk isn't just some theoretical and spurious numerical value, like volatility or correlation or whatever. "
untenable,,His achievement is in no way diminished by the fact that it was linked with hazy and untenable ideas which are apt to perpetuate a lack of precise understanding in minds that prefer mysticism to clarity. 
travesty,,He might have done better with travesty but for its association with changes of costume. 
depraved,,"When Samuel Johnson said to an acquaintance, ‘Sir, I perceive you are a vile Whig,’ he certainly did not mean to say anything as wishy-washy as that his uneven and temporary view of the chap took him to be some sort of vile Whig; he meant he now knew the other chap was a depraved supporter of parliament rather than crown, etc. "
creolised,,"Pidgin Latin In origin, French is a creolised Latin pidgin. "
bereavement,,"He used both the Hebrew and the Arabic words for peace: “No more war, no more bloodshed, no more bereavement. "
slugging,,"However, you can also enjoy reading this book without slugging through the appendix, if that is not your thing. "
shibboleth,,It's an idea that has perhaps become my shibboleth: roundabout investing. 
strife,,"As applied to political experience, its destructive power readily suggests forms of strife. "
pestilence,,"The violence of the one rages like a fire; the insidious policy of the other strikes like a pestilence, and is more fatal and inevitable. "
isosceles,,"triangular, deltoid, trilateral, wedge-shaped, cuneate, trigonal, cuneiform, trigonous, deltoid triangular with unequal sides scalene triangular with two equal sides isosceles     The Russian defences consisted of a semi-elliptical-shaped fort containing 62 casemates on each of two floors from which heavy guns mounted in the centre could sweep the bay almost at water level. "
firebrand,,", cun-sig-lee-AIR-ay} ADVISORS -brain trust -intellectual blood bank ADVOCATE (AN ADVOCATE) -proponent -apostle -firebrand ADVOCATE (TO ADVOCATE) -espouse -proselytize -countenance AFFAIR -intrigue"
apropos,,st APPROACHING -oncoming -winter drawing on APPROPRIATE FOR -in keeping with -most suited for -lends itself to -apropos -befitting -only fitting -commensurate -apt -in accordance with -felicitous -in order for -aptly chosen This painting is appropr
diffident,,The Rise of David Levinski LACKING RESPECT -irreverent LACKING SELF-CONTROL -intemperate LACKING SELF-CONFIDENCE -diffident LACKLUSTER WISH -a velleity {vuh-LEE-uh-tee} LAME ARGUMENT -unconvincing argument That’s a lame argument.
contrived,,"As a result, theoretical models become ever more contrived and distant from empirical data, while experimental resources are applied to low-risk research projects that eschew more fundamental questions. "
eschew,,"As a result, theoretical models become ever more contrived and distant from empirical data, while experimental resources are applied to low-risk research projects that eschew more fundamental questions. "
disenchantment,,"That philosophy had led to a “disenchantment of the world,” to use German sociologist Max Weber’s term. "
behoove,,"It would behoove us, therefore, to consider Husserl’s diagnosis, particularly his analysis of how we misunderstand science and the life-world when we promote abstract mathematical entities to the rank of what is truly real while downgrading our concrete perceptual experience. "
yeoman,,"Death of Nature: Women, Ecology, and the Scientific Revolution, argues that although Bacon advanced egalitarianism by establishing the inductive method by which anyone, in principle, can verify for themselves the truths of science, he also helped to undermine communal agrarian society in favor of “an emerging market economy that tended to widen the gap between upper and lower social classes by concentrating more wealth in the hands of merchants, clothiers, entrepreneurial adventurers, and yeoman farmers through the exploitation and alteration of nature for the sake of progress.”"
spurious,,e MADE UP -a contrivance -contrived -apocryphal -pure invention -wholesale falsification -fictitious -dubious -spurious That’s a made up lie. 
nominal,,"Newsweek, April 19th, 2010 MIND READER -clairvoyant MINDLESS -vacuous MINIMAL -nominal MINIMUM AMOUNT NEEDED -critical mass MINOR -of minor status MINOR DISAGREEMENT -differ only on the margins"
didactic,,-mercurial MORAL DEFECT -blemish -failing MORAL WEAKNESS -human frailty MORALISTIC -didactic MORALIZING -edifying -sanctimonious -sententious [academic] MORALLY LAX -dissolute -licentious
sanctimonious,,-failing MORAL WEAKNESS -human frailty MORALISTIC -didactic MORALIZING -edifying -sanctimonious -sententious [academic] MORALLY LAX -dissolute -licentious MORE -all the more -further
Conceit,,"He returned to the topic of socialism in his final work, The Fatal Conceit: The Errors of Socialism (1989).9   KEynES on THE EnD oF LAISSEz-FAIRE   Keynes flatly rejected Adam Smith’s doctrine of the invisib"
calumny,,"In place of the pleasant comforts and the social prestige of Trier, she was to spend the years of her life in two dismal rooms in a London slum, sharing with her husband the calumny of a hostile world. "
inexorable,,"The Manifesto, with its rumbling, inexorable interpretation of history, was not written in Paris. "
carbuncles,,"When he arrived home one evening after writing in misery all day long in the Museum he remarked, “I hope the bourgeoisie as long as they live will have cause to remember my carbuncles.” "
scurrilous,,"As an economist his language was precise, as a philosopher-historian it was eloquent, as a revolutionary it was scurrilous. "
eschewed,,"For what Marx has set for his goal is to discover the intrinsic tendencies of the capitalist system, its inner laws of motion, and in so doing, he has eschewed the easy but less convincing means of merely expatiating on its manifest shortcomings. "
imaginable,,"Instead he erects the most rigorous, the purest capitalism imaginable, and within this rarefied abstract system, with an imaginary capitalism in which all the obvious defects of real life are removed, he seeks his quarry. "
rarefied,,"Instead he erects the most rigorous, the purest capitalism imaginable, and within this rarefied abstract system, with an imaginary capitalism in which all the obvious defects of real life are removed, he seeks his quarry. "
libel,,"Marx doesn’t argue about it; he simply brands the Malthusian doctrine “a libel on the human race”—after all, the proletariat, which is to be the ruling class of the future, cannot be so shortsighted as to dissipate its gains through mere unbridled physical appetite. "
gleans,,"But since he must substitute machinery for labor, he must also narrow the base out of which he gleans his profits. "
asunder,,This integument bursts asunder. 
expropriators,,The expropriators are expropriated. 
stalemate,,"For Ricardo that upward motion was stalled by the pressure of mouths on insufficient crop land, which brought a stalemate to progress and a windfall to the fortunate landlord. "
